sgRNA_ID,drug,rep,rdiff,prop,lab
EZH2_207,EED,0,1.9246667300738494,7.782667669442753e-6,EZH2 675
EZH2_207,EED,1,1.8775920256653968,1.2763001011958932e-5,EZH2 675
EZH2_207,EED,2,9.177306217220554,9.999999865570001e-13,EZH2 675
EZH2_207,EED,3,1.4268048242835119,1.0585000996369343e-5,EZH2 675
EZH2_208,EED,-1,-0.2942626361709965,6.678270961430599e-6,EZH2 683.5
EZH2_208,EED,0,1.9077380993402049,6.678270961430599e-6,EZH2 683.5
EZH2_208,EED,1,2.589284985743256,4.254321003986299e-6,EZH2 683.5
EZH2_208,EED,2,0.5408918211921218,8.723800882725943e-6,EZH2 683.5
EZH2_208,EED,3,-4.012964715448367,7.056690997579554e-6,EZH2 683.5
EZH2_209,EED,-1,3.8820803233153067,5.260164293435166e-6,EZH2 684
EZH2_209,EED,0,1.8268263500323452,5.260164293435166e-6,EZH2 684
EZH2_209,EED,1,10.057392562824516,1.000000000937e-12,EZH2 684
EZH2_209,EED,2,0.4924290201775846,8.723800882725943e-6,EZH2 684
EZH2_209,EED,3,1.0964193869438201,7.056690997579554e-6,EZH2 684
EZH2_210,EED,-1,1.2008796107544468,1.9028967594842924e-5,EZH2 684.5
EZH2_210,EED,0,1.6646083902562043,1.9028967594842924e-5,EZH2 684.5
EZH2_210,EED,1,1.7390304053320236,2.552590102391777e-5,EZH2 684.5
EZH2_210,EED,2,0.5584002650566193,1.74476007654519e-5,EZH2 684.5
EZH2_210,EED,3,1.3052081618746978,1.41134009951591e-5,EZH2 684.5
EZH2_211,EED,-1,1.318551473028829,2.4296147437030242e-5,EZH2 685
EZH2_211,EED,0,1.5266006848904272,2.4296147437030242e-5,EZH2 685
EZH2_211,EED,1,1.853946097610385,1.7017301015945212e-5,EZH2 685
EZH2_211,EED,2,-0.017807880659751918,5.234280029635574e-5,EZH2 685
EZH2_211,EED,3,2.119516202135854,3.5283409987897786e-6,EZH2 685
EZH2_212,EED,-1,-0.030752145162068423,0.005632554052901048,EZH2 693.5
EZH2_212,EED,0,-1.7379140694046549,0.005632554052901048,EZH2 693.5
EZH2_212,EED,1,-1.9213801357323597,0.016885410016821627,EZH2 693.5
EZH2_212,EED,2,0.4953047615988941,8.723800882725943e-6,EZH2 693.5
EZH2_212,EED,3,1.3338189386472603,3.5283409987897786e-6,EZH2 693.5
EZH2_213,EED,-1,0.3030848555537012,1.92517333400241e-4,EZH2 699
EZH2_213,EED,0,0.7227918196836988,1.92517333400241e-4,EZH2 699
EZH2_213,EED,1,1.1378004561232222,1.1061200110364345e-4,EZH2 699
EZH2_213,EED,2,-0.5114179741598388,2.0937099818542566e-4,EZH2 699
EZH2_213,EED,3,0.28287208469772007,2.5756900091165386e-4,EZH2 699
EZH2_214,EED,-1,-0.47422251933940535,6.9202642964961094e-6,EZH2 702
EZH2_214,EED,0,1.7931234827864484,6.9202642964961094e-6,EZH2 702
EZH2_214,EED,1,-3.744569113640128,8.508651007972606e-6,EZH2 702
EZH2_214,EED,2,0.6437293166173708,8.723800882725943e-6,EZH2 702
EZH2_214,EED,3,1.678172239004541,3.5283409987897786e-6,EZH2 702
EZH2_215,EED,-1,3.72108377283024,4.326040962237414e-6,EZH2 703
EZH2_215,EED,0,1.5813822791915393,4.326040962237414e-6,EZH2 703
EZH2_215,EED,1,1.6659285928985201,4.254321003986299e-6,EZH2 703
EZH2_215,EED,2,0.010420953680673861,8.723800882725943e-6,EZH2 703
EZH2_215,EED,3,9.486901771911526,9.99999999657e-13,EZH2 703
EZH2_216,EED,-1,6.763515789043628,2.8362176693241973e-6,EZH2 704.5
EZH2_216,EED,0,2.1357019924752616,2.8362176693241973e-6,EZH2 704.5
EZH2_216,EED,1,1.7180152981345234,8.508651007972606e-6,EZH2 704.5
EZH2_216,EED,2,8.89491417406434,9.999999865570001e-13,EZH2 704.5
EZH2_216,EED,3,9.67761789493202,9.99999999657e-13,EZH2 704.5
EZH2_217,EED,-1,0.6489186426072172,2.91638675968122e-5,EZH2 707
EZH2_217,EED,0,1.0817114016110192,2.91638675968122e-5,EZH2 707
EZH2_217,EED,1,1.0799101144660463,3.8288901035876705e-5,EZH2 707
EZH2_217,EED,2,0.19321585738093006,1.74476007654519e-5,EZH2 707
EZH2_217,EED,3,0.6736299559746753,3.1755100989107996e-5,EZH2 707
EZH2_218,EED,-1,6.828973442221342,1.4181076679954285e-6,EZH2 710
EZH2_218,EED,0,2.4593092456203083,1.4181076679954285e-6,EZH2 710
EZH2_218,EED,1,1.9474878058096232,4.254321003986299e-6,EZH2 710
EZH2_218,EED,2,8.866865525124066,9.999999865570001e-13,EZH2 710
EZH2_218,EED,3,9.672566995730335,9.99999999657e-13,EZH2 710
EZH2_219,EED,-1,1.7447108363951593,5.744150963566182e-6,EZH2 712
EZH2_219,EED,0,1.1200639038254017,5.744150963566182e-6,EZH2 712
EZH2_219,EED,1,1.207437056062025,8.508651007972606e-6,EZH2 712
EZH2_219,EED,2,-0.21354693897551835,8.723800882725943e-6,EZH2 712
EZH2_219,EED,3,4.240242392098971,9.99999999657e-13,EZH2 712
EZH2_220,EED,-1,1.066791595643871,6.139300050187466e-5,EZH2 718.5
EZH2_220,EED,0,1.4879891707133175,6.139300050187466e-5,EZH2 718.5
EZH2_220,EED,1,1.7468303264018374,4.254320103986299e-5,EZH2 718.5
EZH2_220,EED,2,0.06749948702467934,1.1340899947544281e-4,EZH2 718.5
EZH2_220,EED,3,1.3860449735050957,2.8226800990318205e-5,EZH2 718.5
EZH2_221,EED,-1,1.202132562924554,2.8165030856115452e-5,EZH2 721.5
EZH2_221,EED,0,1.5673378950801862,2.8165030856115452e-5,EZH2 721.5
EZH2_221,EED,1,1.5524875263047202,4.254320103986299e-5,EZH2 721.5
EZH2_221,EED,2,0.32489549429750986,3.4895200530903816e-5,EZH2 721.5
EZH2_221,EED,3,1.7290146681714322,7.056690997579554e-6,EZH2 721.5
EZH2_222,EED,-1,1.1413545820109452,2.7647200843586846e-5,EZH2 722
EZH2_222,EED,0,1.545685853944051,2.7647200843586846e-5,EZH2 722
EZH2_222,EED,1,2.1212277670537403,1.2763001011958932e-5,EZH2 722
EZH2_222,EED,2,0.25151730983586074,3.4895200530903816e-5,EZH2 722
EZH2_222,EED,3,1.0513186691432348,3.5283400987897794e-5,EZH2 722
EZH2_223,EED,-1,0.7372397169402711,1.6476103305241977e-4,EZH2 723
EZH2_223,EED,0,1.0222023389027026,1.6476103305241977e-4,EZH2 723
EZH2_223,EED,1,1.2587359023406517,1.659190011554661e-4,EZH2 723
EZH2_223,EED,2,-0.45543467467939924,2.966089970126852e-4,EZH2 723
EZH2_223,EED,3,1.4084179231595608,3.1755100989107996e-5,EZH2 723
EZH2_224,EED,-1,0.9427822373535683,6.408593392136152e-5,EZH2 730
EZH2_224,EED,0,1.3253405169925834,6.408593392136152e-5,EZH2 730
EZH2_224,EED,1,1.570421646454961,6.806920106378085e-5,EZH2 730
EZH2_224,EED,2,-0.10956413320001257,9.596179970998551e-5,EZH2 730
EZH2_224,EED,3,1.3674891988057563,2.8226800990318205e-5,EZH2 730
EZH2_225,EED,-1,2.0118469303508983,8.652084257808168e-6,EZH2 731.5
EZH2_225,EED,0,1.4536954684807064,8.652084257808168e-6,EZH2 731.5
EZH2_225,EED,1,1.8910276759505447,8.508651007972606e-6,EZH2 731.5
EZH2_225,EED,2,-0.13068327692188075,1.74476007654519e-5,EZH2 731.5
EZH2_225,EED,3,4.275196392024031,9.99999999657e-13,EZH2 731.5
EZH2_226,EED,-1,4.049676975834891,7.612400959295015e-6,EZH2 733.5
EZH2_226,EED,0,1.9370300905436941,7.612400959295015e-6,EZH2 733.5
EZH2_226,EED,1,10.2221065057918,1.000000000937e-12,EZH2 733.5
EZH2_226,EED,2,0.8044208461382186,8.723800882725943e-6,EZH2 733.5
EZH2_226,EED,3,1.1225035755746533,1.41134009951591e-5,EZH2 733.5
EZH2_227,EED,-1,-0.26134831891383925,5.497780342540186e-4,EZH2 736
EZH2_227,EED,0,-0.4395372324681227,5.497780342540186e-4,EZH2 736
EZH2_227,EED,1,-0.791350381179278,0.001506031002411151,EZH2 736
EZH2_227,EED,2,-0.768572447389635,1.2213299935816607e-4,EZH2 736
EZH2_227,EED,3,0.7758778718273953,2.1170100992738653e-5,EZH2 736
EZH2_228,EED,-1,0.5668316917020573,1.1866734296614659e-5,EZH2 739.5
EZH2_228,EED,0,0.9920755905059445,1.1866734296614659e-5,EZH2 739.5
EZH2_228,EED,1,1.3369362953483777,1.2763001011958932e-5,EZH2 739.5
EZH2_228,EED,2,-0.2340026394918603,8.723800882725943e-6,EZH2 739.5
EZH2_228,EED,3,0.5975614192496544,1.41134009951591e-5,EZH2 739.5
EZH2_229,EED,-1,0.7870670986952151,1.9479134255909678e-5,EZH2 740
EZH2_229,EED,0,1.3786707204801865,1.9479134255909678e-5,EZH2 740
EZH2_229,EED,1,1.6239122098202523,1.2763001011958932e-5,EZH2 740
EZH2_229,EED,2,0.39270542287618854,1.74476007654519e-5,EZH2 740
EZH2_229,EED,3,0.34458366338920454,2.8226800990318205e-5,EZH2 740
EZH2_230,EED,-1,3.4400251408778226,2.3328167430101543e-5,EZH2 741
EZH2_230,EED,0,0.9917463464610027,2.3328167430101543e-5,EZH2 741
EZH2_230,EED,1,10.226007143033561,1.000000000937e-12,EZH2 741
EZH2_230,EED,2,-0.5863840811460506,5.234280029635574e-5,EZH2 741
EZH2_230,EED,3,0.6804523607459575,1.7641700993948895e-5,EZH2 741
EZH2_231,EED,-1,-0.30097882658301794,0.005051866905516992,EZH2 746.5
EZH2_231,EED,0,-1.5105706249322335,0.005051866905516992,EZH2 746.5
EZH2_231,EED,1,-1.7761582407417529,0.015094340015143396,EZH2 746.5
EZH2_231,EED,2,-0.21882392093813618,4.361900041362977e-5,EZH2 746.5
EZH2_231,EED,3,1.0920456819308353,1.7641700993948895e-5,EZH2 746.5
EZH2_232,EED,-1,0.5504942213380067,1.6108186772945194e-4,EZH2 752
EZH2_232,EED,0,0.3968098030584791,1.6108186772945194e-4,EZH2 752
EZH2_232,EED,1,-0.26914905426963376,4.552130014265346e-4,EZH2 752
EZH2_232,EED,2,0.5032712776740762,1.74476007654519e-5,EZH2 752
EZH2_232,EED,3,1.4173604406095777,1.0585000996369343e-5,EZH2 752
EZH2_233,EED,-1,0.944579418558284,3.720254736549137e-5,EZH2 752
EZH2_233,EED,0,1.1737941661122282,3.720254736549137e-5,EZH2 752
EZH2_233,EED,1,1.0469749303716376,3.8288901035876705e-5,EZH2 752
EZH2_233,EED,2,-0.2515850387918537,6.979040006180764e-5,EZH2 752
EZH2_233,EED,3,2.038348364095068,3.5283409987897786e-6,EZH2 752
SUZ12_001,EED,-1,4.173382145990671,1.5742634264452015e-5,SUZ12 0.5
SUZ12_001,EED,0,1.8999320131540305,1.5742634264452015e-5,SUZ12 0.5
SUZ12_001,EED,1,1.6820327507392645,2.978030102790414e-5,SUZ12 0.5
SUZ12_001,EED,2,0.759385379781091,1.74476007654519e-5,SUZ12 0.5
SUZ12_001,EED,3,10.078728307451659,9.99999999657e-13,SUZ12 0.5
SUZ12_002,EED,-1,-0.5286446615040025,2.5427380938687864e-5,SUZ12 4
SUZ12_002,EED,0,1.50932395079485,2.5427380938687864e-5,SUZ12 4
SUZ12_002,EED,1,1.3239824933923872,5.5306201051821915e-5,SUZ12 4
SUZ12_002,EED,2,0.6306982927321343,1.74476007654519e-5,SUZ12 4
SUZ12_002,EED,3,-3.540614770636529,3.5283409987897786e-6,SUZ12 4
SUZ12_003,EED,-1,6.982385228490212,3.52833433212311e-6,SUZ12 5
SUZ12_003,EED,0,2.359217230614687,3.52833433212311e-6,SUZ12 5
SUZ12_003,EED,1,10.398280264269683,1.000000000937e-12,SUZ12 5
SUZ12_003,EED,2,9.327815240464165,9.999999865570001e-13,SUZ12 5
SUZ12_003,EED,3,1.2210601807367887,1.0585000996369343e-5,SUZ12 5
SUZ12_004,EED,-1,6.375738521465719,5.815867588483967e-6,SUZ12 6
SUZ12_004,EED,0,1.6289929583702936,5.815867588483967e-6,SUZ12 6
SUZ12_004,EED,1,9.838847768907186,1.000000000937e-12,SUZ12 6
SUZ12_004,EED,2,1.0023373850598372e-4,1.74476007654519e-5,SUZ12 6
SUZ12_004,EED,3,9.288267561751464,9.99999999657e-13,SUZ12 6
SUZ12_005,EED,-1,4.092762448267212,1.1140734291418131e-5,SUZ12 7
SUZ12_005,EED,0,1.8657583277418897,1.1140734291418131e-5,SUZ12 7
SUZ12_005,EED,1,10.583182398518229,1.000000000937e-12,SUZ12 7
SUZ12_005,EED,2,0.9275748182339641,8.723800882725943e-6,SUZ12 7
SUZ12_005,EED,3,0.7675301280494444,2.4698400991528447e-5,SUZ12 7
SUZ12_006,EED,-1,2.295386520988408,5.260164293435166e-6,SUZ12 7
SUZ12_006,EED,0,2.0215692830544887,5.260164293435166e-6,SUZ12 7
SUZ12_006,EED,1,10.249869449586374,1.000000000937e-12,SUZ12 7
SUZ12_006,EED,2,0.7362897751532858,8.723800882725943e-6,SUZ12 7
SUZ12_006,EED,3,-4.099999661774435,7.056690997579554e-6,SUZ12 7
SUZ12_007,EED,-1,6.6638530250958885,2.3522309991931807e-6,SUZ12 7.5
SUZ12_007,EED,0,2.300132916142883,2.3522309991931807e-6,SUZ12 7.5
SUZ12_007,EED,1,10.114058490485128,1.000000000937e-12,SUZ12 7.5
SUZ12_007,EED,2,9.09061928417401,9.999999865570001e-13,SUZ12 7.5
SUZ12_007,EED,3,0.786881300628527,7.056690997579554e-6,SUZ12 7.5
SUZ12_008,EED,-1,3.7293957407386187,5.744150963566182e-6,SUZ12 8
SUZ12_008,EED,0,1.6946654427371033,5.744150963566182e-6,SUZ12 8
SUZ12_008,EED,1,2.02504145734329,8.508651007972606e-6,SUZ12 8
SUZ12_008,EED,2,0.006803178281685085,8.723800882725943e-6,SUZ12 8
SUZ12_008,EED,3,9.156342586590881,9.99999999657e-13,SUZ12 8
SUZ12_009,EED,-1,1.2337389246205601,2.221270983152973e-4,SUZ12 9
SUZ12_009,EED,0,1.9810295287629156,2.221270983152973e-4,SUZ12 9
SUZ12_009,EED,1,1.662048980406578,4.6797601043849354e-5,SUZ12 9
SUZ12_009,EED,2,0.47858816341577903,6.019419929080937e-4,SUZ12 9
SUZ12_009,EED,3,1.5605796300393233,1.7641700993948895e-5,SUZ12 9
SUZ12_010,EED,-1,0.44866210277011076,1.1254433396643134e-4,SUZ12 9
SUZ12_010,EED,0,1.2302643746146102,1.1254433396643134e-4,SUZ12 9
SUZ12_010,EED,1,1.1604399789792788,1.2337500111560238e-4,SUZ12 9
SUZ12_010,EED,2,0.3451370823439246,8.723799982725955e-5,SUZ12 9
SUZ12_010,EED,3,-0.15959075301287107,1.270200009564321e-4,SUZ12 9
SUZ12_011,EED,-1,4.3003198994867615,1.5357181012884253e-5,SUZ12 9.5
SUZ12_011,EED,0,1.7581284915006816,1.5357181012884253e-5,SUZ12 9.5
SUZ12_011,EED,1,1.2882937422346068,4.254320103986299e-5,SUZ12 9.5
SUZ12_011,EED,2,9.45122317386203,9.999999865570001e-13,SUZ12 9.5
SUZ12_011,EED,3,2.161442782363649,3.5283409987897786e-6,SUZ12 9.5
SUZ12_012,EED,-1,0.9293740398782725,6.273253399619842e-5,SUZ12 10
SUZ12_012,EED,0,1.4502590981739476,6.273253399619842e-5,SUZ12 10
SUZ12_012,EED,1,1.65544803788619,6.381490105979456e-5,SUZ12 10
SUZ12_012,EED,2,0.21789848329583472,7.85141999445336e-5,SUZ12 10
SUZ12_012,EED,3,0.9147755984527929,4.586850098426711e-5,SUZ12 10
SUZ12_013,EED,-1,-1.5695787628933782,0.15962263097214205,SUZ12 13
SUZ12_013,EED,0,-2.19079031851987,0.15962263097214205,SUZ12 13
SUZ12_013,EED,1,-1.6342677056927302,0.06398927906095796,SUZ12 13
SUZ12_013,EED,2,-0.33975840113295275,3.227799966608685e-4,SUZ12 13
SUZ12_013,EED,3,-2.7347101818544517,0.4145558338588073,SUZ12 13
SUZ12_014,EED,-1,1.1005728581407912,3.931280069628572e-5,SUZ12 16.5
SUZ12_014,EED,0,1.62174544772612,3.931280069628572e-5,SUZ12 16.5
SUZ12_014,EED,1,1.7399236861131198,3.403460103189043e-5,SUZ12 16.5
SUZ12_014,EED,2,0.26918686208200726,6.979040006180764e-5,SUZ12 16.5
SUZ12_014,EED,3,1.2926080262272466,1.41134009951591e-5,SUZ12 16.5
SUZ12_015,EED,-1,1.0118735279506537,3.9476067524347976e-5,SUZ12 17
SUZ12_015,EED,0,1.5413573374210234,3.9476067524347976e-5,SUZ12 17
SUZ12_015,EED,1,1.5182090086462112,5.5306201051821915e-5,SUZ12 17
SUZ12_015,EED,2,0.5179984381037634,3.4895200530903816e-5,SUZ12 17
SUZ12_015,EED,3,0.9994131371019861,2.8226800990318205e-5,SUZ12 17
SUZ12_016,EED,-1,0.8797810438601822,7.318800050690491e-5,SUZ12 17
SUZ12_016,EED,0,1.3957089649035,7.318800050690491e-5,SUZ12 17
SUZ12_016,EED,1,1.6535686576749449,6.381490105979456e-5,SUZ12 17
SUZ12_016,EED,2,0.06832435879061538,1.1340899947544281e-4,SUZ12 17
SUZ12_016,EED,3,0.9174501151149864,4.234010098547734e-5,SUZ12 17
SUZ12_017,EED,-1,1.1803250785097112,3.2457234142621915e-5,SUZ12 17
SUZ12_017,EED,0,1.6539850967779566,3.2457234142621915e-5,SUZ12 17
SUZ12_017,EED,1,1.9875266271662906,2.552590102391777e-5,SUZ12 17
SUZ12_017,EED,2,0.35947239573658235,4.361900041362977e-5,SUZ12 17
SUZ12_017,EED,3,1.1939762126262607,2.8226800990318205e-5,SUZ12 17
SUZ12_018,EED,-1,1.025042860882285,3.4673034107398355e-5,SUZ12 17.5
SUZ12_018,EED,0,1.4792995128828987,3.4673034107398355e-5,SUZ12 17.5
SUZ12_018,EED,1,1.5113848145275148,3.403460103189043e-5,SUZ12 17.5
SUZ12_018,EED,2,0.1565859432554334,5.234280029635574e-5,SUZ12 17.5
SUZ12_018,EED,3,1.407157824863907,1.7641700993948895e-5,SUZ12 17.5
SUZ12_019,EED,-1,1.2505716886800589,5.459826741758554e-5,SUZ12 19
SUZ12_019,EED,0,1.6343374288576915,5.459826741758554e-5,SUZ12 19
SUZ12_019,EED,1,1.5639764679463848,8.508650107972604e-5,SUZ12 19
SUZ12_019,EED,2,0.44426605912592326,6.106660017908169e-5,SUZ12 19
SUZ12_019,EED,3,1.7434725389678687,1.7641700993948895e-5,SUZ12 19
SUZ12_020,EED,-1,0.9407517541797035,2.9037456496947e-4,SUZ12 19
SUZ12_020,EED,0,1.9189930527873265,2.9037456496947e-4,SUZ12 19
SUZ12_020,EED,1,1.332844603449709,1.6166400115147917e-4,SUZ12 19
SUZ12_020,EED,2,0.5490387226927055,6.10665992790817e-4,SUZ12 19
SUZ12_020,EED,3,0.9403719363966959,9.879370096611374e-5,SUZ12 19
SUZ12_021,EED,-1,1.1251936024869795,7.487513397027627e-5,SUZ12 19.5
SUZ12_021,EED,0,1.6223235102207452,7.487513397027627e-5,SUZ12 19.5
SUZ12_021,EED,1,1.4651858198640588,1.0210400109567144e-4,SUZ12 19.5
SUZ12_021,EED,2,0.4721511013560091,8.723799982725955e-5,SUZ12 19.5
SUZ12_021,EED,3,1.4382438862408709,3.5283400987897794e-5,SUZ12 19.5
SUZ12_022,EED,-1,4.195223558690234,2.2761434312844712e-5,SUZ12 20
SUZ12_022,EED,0,1.7727801330573423,2.2761434312844712e-5,SUZ12 20
SUZ12_022,EED,1,1.2359462599255715,5.956050105580819e-5,SUZ12 20
SUZ12_022,EED,2,1.2352475986161429,8.723800882725943e-6,SUZ12 20
SUZ12_022,EED,3,10.114476817528987,9.99999999657e-13,SUZ12 20
SUZ12_023,EED,-1,1.1909301084076571,2.8380197397535484e-5,SUZ12 21
SUZ12_023,EED,0,1.5732819554776316,2.8380197397535484e-5,SUZ12 21
SUZ12_023,EED,1,1.9215131174689928,1.7017301015945212e-5,SUZ12 21
SUZ12_023,EED,2,0.10269825498897056,6.106660017908169e-5,SUZ12 21
SUZ12_023,EED,3,1.548578952765008,7.056690997579554e-6,SUZ12 21
SUZ12_024,EED,-1,1.5507064866162676,1.4460934297540017e-5,SUZ12 21.5
SUZ12_024,EED,0,2.068563333571866,1.4460934297540017e-5,SUZ12 21.5
SUZ12_024,EED,1,2.0408835983647835,1.7017301015945212e-5,SUZ12 21.5
SUZ12_024,EED,2,1.2627263240935513,8.723800882725943e-6,SUZ12 21.5
SUZ12_024,EED,3,1.348509537390468,1.7641700993948895e-5,SUZ12 21.5
SUZ12_025,EED,-1,1.2030855456450809,2.6746930854786692e-5,SUZ12 22
SUZ12_025,EED,0,1.6192070016908828,2.6746930854786692e-5,SUZ12 22
SUZ12_025,EED,1,1.7873582901862661,3.8288901035876705e-5,SUZ12 22
SUZ12_025,EED,2,0.2913386507478798,3.4895200530903816e-5,SUZ12 22
SUZ12_025,EED,3,1.530559696001097,7.056690997579554e-6,SUZ12 22
SUZ12_026,EED,-1,1.1836105206237728,3.277093410260523e-5,SUZ12 24
SUZ12_026,EED,0,1.6712700108829364,3.277093410260523e-5,SUZ12 24
SUZ12_026,EED,1,2.2329629051600763,2.1271601019931492e-5,SUZ12 24
SUZ12_026,EED,2,0.25162720562855145,5.234280029635574e-5,SUZ12 24
SUZ12_026,EED,3,1.066241451082691,2.4698400991528447e-5,SUZ12 24
SUZ12_027,EED,-1,0.8081346169161476,2.7577866724932135e-4,SUZ12 24
SUZ12_027,EED,0,1.279912859007693,2.7577866724932135e-4,SUZ12 24
SUZ12_027,EED,1,1.1253080648279612,4.935020014624114e-4,SUZ12 24
SUZ12_027,EED,2,0.6285349674559629,1.2213299935816607e-4,SUZ12 24
SUZ12_027,EED,3,0.6705608184645189,2.1170100092738654e-4,SUZ12 24
SUZ12_028,EED,-1,1.5667651992149159,2.130950096911834e-5,SUZ12 24.5
SUZ12_028,EED,0,2.001803821483657,2.130950096911834e-5,SUZ12 24.5
SUZ12_028,EED,1,1.7067271693565609,3.403460103189043e-5,SUZ12 24.5
SUZ12_028,EED,2,1.3761500539859648,8.723800882725943e-6,SUZ12 24.5
SUZ12_028,EED,3,1.617418374302222,2.1170100992738653e-5,SUZ12 24.5
SUZ12_029,EED,-1,1.0242821530458606,1.3840530926325556e-5,SUZ12 25
SUZ12_029,EED,0,1.5113254483157448,1.3840530926325556e-5,SUZ12 25
SUZ12_029,EED,1,1.340146646543833,1.7017301015945212e-5,SUZ12 25
SUZ12_029,EED,2,0.3033892384938639,1.74476007654519e-5,SUZ12 25
SUZ12_029,EED,3,1.4293105740998846,7.056690997579554e-6,SUZ12 25
SUZ12_030,EED,-1,1.1118229216656328,1.4774667590856644e-5,SUZ12 26.5
SUZ12_030,EED,0,1.7395233571925413,1.4774667590856644e-5,SUZ12 26.5
SUZ12_030,EED,1,1.9019632780479458,1.2763001011958932e-5,SUZ12 26.5
SUZ12_030,EED,2,0.5978601459092547,1.74476007654519e-5,SUZ12 26.5
SUZ12_030,EED,3,0.8356453410396975,1.41134009951591e-5,SUZ12 26.5
SUZ12_031,EED,-1,1.113425501789811,1.9656397514809528e-5,SUZ12 27.5
SUZ12_031,EED,0,1.6477716041585955,1.9656397514809528e-5,SUZ12 27.5
SUZ12_031,EED,1,1.8549188711123306,1.7017301015945212e-5,SUZ12 27.5
SUZ12_031,EED,2,0.27979934222606817,3.4895200530903816e-5,SUZ12 27.5
SUZ12_031,EED,3,1.205558292031034,7.056690997579554e-6,SUZ12 27.5
SUZ12_032,EED,-1,1.1030244764439987,2.8615200850515537e-5,SUZ12 28.5
SUZ12_032,EED,0,1.7244281632865945,2.8615200850515537e-5,SUZ12 28.5
SUZ12_032,EED,1,1.303133717963254,2.978030102790414e-5,SUZ12 28.5
SUZ12_032,EED,2,0.5700235042272033,3.4895200530903816e-5,SUZ12 28.5
SUZ12_032,EED,3,1.4359162071415388,2.1170100992738653e-5,SUZ12 28.5
SUZ12_033,EED,-1,0.6746041325288897,7.974990067881037e-5,SUZ12 29.5
SUZ12_033,EED,0,1.1813028925127933,7.974990067881037e-5,SUZ12 29.5
SUZ12_033,EED,1,1.201057064290921,1.1486700110763038e-4,SUZ12 29.5
SUZ12_033,EED,2,0.08065460169914085,7.85141999445336e-5,SUZ12 29.5
SUZ12_033,EED,3,0.7421007315966074,4.586850098426711e-5,SUZ12 29.5
SUZ12_034,EED,-1,4.3515320390159555,9.442764339170344e-6,SUZ12 30.5
SUZ12_034,EED,0,2.0578625365858265,9.442764339170344e-6,SUZ12 30.5
SUZ12_034,EED,1,1.797701759278566,2.1271601019931492e-5,SUZ12 30.5
SUZ12_034,EED,2,9.472678798259212,9.999999865570001e-13,SUZ12 30.5
SUZ12_034,EED,3,1.7842155595100901,7.056690997579554e-6,SUZ12 30.5
SUZ12_035,EED,-1,0.18733522584136109,0.0010623334675643162,SUZ12 35.5
SUZ12_035,EED,0,0.00563021183085799,0.0010623334675643162,SUZ12 35.5
SUZ12_035,EED,1,-0.5042558578969385,0.0029354830037505476,SUZ12 35.5
SUZ12_035,EED,2,-0.22783097087699955,2.2681899795087222e-4,SUZ12 35.5
SUZ12_035,EED,3,1.2940925062980213,2.4698400991528447e-5,SUZ12 35.5
SUZ12_036,EED,-1,1.084813381404371,5.055910062168593e-5,SUZ12 36
SUZ12_036,EED,0,1.5202563201902246,5.055910062168593e-5,SUZ12 36
SUZ12_036,EED,1,1.5763471150427766,4.6797601043849354e-5,SUZ12 36
SUZ12_036,EED,2,0.15502182410858512,8.723799982725955e-5,SUZ12 36
SUZ12_036,EED,3,1.5230712050617512,1.7641700993948895e-5,SUZ12 36
SUZ12_037,EED,-1,9.684835477676929,9.99999995717e-13,SUZ12 37
SUZ12_037,EED,0,10.311821269616889,9.99999995717e-13,SUZ12 37
SUZ12_037,EED,1,9.939415590566067,1.000000000937e-12,SUZ12 37
SUZ12_037,EED,2,9.264158068985001,9.999999865570001e-13,SUZ12 37
SUZ12_037,EED,3,9.85093277347972,9.99999999657e-13,SUZ12 37
SUZ12_038,EED,-1,1.132358864676237,3.774423422970259e-5,SUZ12 40
SUZ12_038,EED,0,1.6737783588003239,3.774423422970259e-5,SUZ12 40
SUZ12_038,EED,1,1.507297307555346,5.5306201051821915e-5,SUZ12 40
SUZ12_038,EED,2,0.8074278187943612,2.617140064817786e-5,SUZ12 40
SUZ12_038,EED,3,1.082351467679004,3.1755100989107996e-5,SUZ12 40
SUZ12_039,EED,-1,3.967632764299167,5.744150963566182e-6,SUZ12 41
SUZ12_039,EED,0,1.7973177944161935,5.744150963566182e-6,SUZ12 41
SUZ12_039,EED,1,1.7750061693989114,8.508651007972606e-6,SUZ12 41
SUZ12_039,EED,2,0.3932833573021811,8.723800882725943e-6,SUZ12 41
SUZ12_039,EED,3,9.73460876619641,9.99999999657e-13,SUZ12 41
SUZ12_040,EED,-1,0.9470546119362482,3.1758067597737564e-5,SUZ12 42
SUZ12_040,EED,0,1.4943504278377981,3.1758067597737564e-5,SUZ12 42
SUZ12_040,EED,1,1.5664841539314562,4.254320103986299e-5,SUZ12 42
SUZ12_040,EED,2,0.7117284227492984,1.74476007654519e-5,SUZ12 42
SUZ12_040,EED,3,0.5629512591279899,3.5283400987897794e-5,SUZ12 42
SUZ12_041,EED,-1,1.033246539273207,1.7610867593514164e-5,SUZ12 42
SUZ12_041,EED,0,1.5171783028845127,1.7610867593514164e-5,SUZ12 42
SUZ12_041,EED,1,1.5397997788910531,2.1271601019931492e-5,SUZ12 42
SUZ12_041,EED,2,0.4033044131360748,1.74476007654519e-5,SUZ12 42
SUZ12_041,EED,3,1.1566354257924933,1.41134009951591e-5,SUZ12 42
